epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,17.5816,1.53827,4.0091,1.52366,0.31375,0.46667,0.46283,0.30265,1.87438,2.57764,1.19907,1.3611e-05,1.3611e-05,1.3611e-05
35,18.0653,1.55892,4.64528,1.51863,0.30297,0.48333,0.46419,0.31385,1.87857,2.57761,1.21548,1.32223e-05,1.32223e-05,1.32223e-05
36,18.4861,1.61782,3.7866,1.56869,0.30297,0.48333,0.46419,0.31385,1.87857,2.57761,1.21548,1.27866e-05,1.27866e-05,1.27866e-05
37,18.9341,1.42392,3.84652,1.37755,0.40147,0.48333,0.48588,0.32635,1.90988,2.66553,1.21862,1.23036e-05,1.23036e-05,1.23036e-05
38,19.3811,1.20023,3.66132,1.2897,0.40147,0.48333,0.48588,0.32635,1.90988,2.66553,1.21862,1.17736e-05,1.17736e-05,1.17736e-05
39,19.8391,0.89349,2.92407,1.13292,0.38712,0.48333,0.48564,0.30968,1.88533,2.72238,1.21157,1.11965e-05,1.11965e-05,1.11965e-05
40,20.2701,1.25266,3.36181,1.28099,0.38712,0.48333,0.48564,0.30968,1.88533,2.72238,1.21157,1.05722e-05,1.05722e-05,1.05722e-05
41,20.7274,0.95799,2.63214,1.25365,0.3869,0.48333,0.48478,0.30956,1.90552,2.70892,1.21906,9.9008e-06,9.9008e-06,9.9008e-06
42,21.1582,1.15868,1.76211,1.12482,0.3869,0.48333,0.48478,0.30956,1.90552,2.70892,1.21906,9.18228e-06,9.18228e-06,9.18228e-06
43,21.6303,1.30429,2.25013,1.35647,0.3867,0.48333,0.48547,0.30982,1.87536,2.72521,1.21986,8.41663e-06,8.41663e-06,8.41663e-06
44,22.0484,1.17221,2.32806,1.3264,0.3867,0.48333,0.48547,0.30982,1.87536,2.72521,1.21986,7.60386e-06,7.60386e-06,7.60386e-06
45,22.5104,0.96415,1.85471,1.15263,0.37857,0.48333,0.4869,0.31077,1.8688,2.79244,1.22046,6.74397e-06,6.74397e-06,6.74397e-06
46,22.9394,1.06698,1.72077,1.13645,0.37857,0.48333,0.4869,0.31077,1.8688,2.79244,1.22046,5.83695e-06,5.83695e-06,5.83695e-06
47,23.406,1.20102,1.6655,1.16178,0.37816,0.48333,0.48684,0.3107,1.87404,2.8451,1.21676,4.88281e-06,4.88281e-06,4.88281e-06
48,23.831,1.19856,1.85933,1.2032,0.37816,0.48333,0.48684,0.3107,1.87404,2.8451,1.21676,3.88154e-06,3.88154e-06,3.88154e-06
49,24.293,1.16667,1.93688,1.16271,0.37778,0.48333,0.48852,0.31152,1.84027,2.82615,1.2016,2.83315e-06,2.83315e-06,2.83315e-06
50,24.708,1.09046,1.91745,1.16311,0.37778,0.48333,0.48852,0.31152,1.84027,2.82615,1.2016,1.73764e-06,1.73764e-06,1.73764e-06
